movie,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Sgt. Bilko (1996),0.053868003,-0.029179323,0.0826914,0.12577096,-0.112618975,-0.099199064,0.10455877,-0.07292353,0.026256552,-0.0014974505,-0.018569367,-0.056999527,-0.18818504,-0.064738415,-0.15908007,-0.11370801,-0.04406032,0.07247016,0.08618237,0.21128164,0.03731415,0.10314362,0.09125096,0.08998347,0.020586712,0.015199163,0.14950983,0.073721245,0.017413614,0.047524564,-0.01801855,-0.05368839,0.01640108,-0.23884504,0.09792993,-0.23192501,-0.016082468,0.017538656,-0.00078288274,-0.10317365
Hoodlum (1997),0.0704445,-0.10445745,-0.004375682,0.09135735,0.17356504,0.009091653,-0.08025535,0.15834445,-0.028054135,0.034915403,0.18006313,-0.044747345,-0.22948293,0.24821095,-0.09063996,-0.15330884,-0.015681822,-0.14671451,0.11098125,0.22867145,-0.052748155,0.007896102,0.07813645,-0.18079013,0.056535847,-0.089305885,-0.012614014,0.39747572,0.22486554,-0.0126795005,0.0930632,-0.07864197,-0.14805585,0.15363488,-0.061714042,0.04443957,-0.13100103,0.04708223,-0.21063305,-0.0999319
"Brothers McMullen, The (1995)",-0.106183186,0.09125277,-0.08680827,0.15652911,0.023010986,0.015166549,-0.110111445,-0.043632448,-0.17432174,0.13733763,-0.1583595,-0.15008864,0.11321824,-0.0037501643,0.08135883,0.032561995,-0.007996817,0.15524243,-0.05460713,-0.23586746,0.08529431,-0.20791082,-0.06467,-0.1098508,-0.028835159,0.061530378,0.009515976,-0.050996892,0.061704956,0.018722767,0.19436213,0.09698158,0.009361772,-0.089267805,0.06250453,0.050874144,0.058505993,0.08000998,0.027914794,-0.038489133
"Parent Trap, The (1961)",-0.11257345,0.007146435,-0.0051362305,0.12892008,-0.21207142,0.24757953,0.12345898,0.030153144,-0.1081069,0.0017938631,-0.1400152,-0.13246216,-0.11428397,0.04312922,0.092797026,-0.08209035,-0.074681334,0.1851301,-0.05675438,-0.124526985,-0.070048295,-0.10731554,-0.022996776,0.11491394,-0.16636205,0.052837208,0.0068786903,-0.030265886,0.14300433,-0.03292146,-0.027176214,0.059529413,0.2433073,0.027490072,0.08579006,-0.04737428,-0.018109879,0.054025196,-0.13930592,0.057117064
Heavy Metal (1981),-0.03014997,0.105923496,-0.2179882,0.04415257,0.23126338,0.1557197,-0.06462183,-0.02448276,-0.026194006,-0.013696574,-0.20555525,-0.35516742,0.017004065,0.06910102,-0.05405756,0.018974332,-0.0585878,0.09528296,-0.036453683,0.008198453,-0.0029983493,-0.26868308,-0.04945792,0.015215933,0.07264689,0.1646622,0.02216567,-0.17276342,0.06494558,-0.055302575,-0.15565486,0.14005372,-0.1743806,-0.2658912,0.23496184,-0.10824818,-0.047015183,0.004211656,0.090522975,-0.021148505
She's the One (1996),-0.19540282,0.045641776,-0.0072176326,0.16740634,0.17332819,-0.04360576,-0.32045028,0.17562771,-0.017648222,0.009249407,-0.10135032,-0.12583362,0.054532424,0.008861392,0.08676427,-0.08006315,0.089535974,-0.04107654,-0.030400459,-0.12163552,0.04517925,-0.033677813,0.036522165,-0.086023845,0.0871731,0.11646374,0.040357903,-0.007405441,0.034769602,-0.1731138,0.17174625,-0.0003820155,0.060774125,-0.014829079,-0.1420683,0.33028504,0.12406204,0.11308345,0.09639484,-0.11345382
"Big Sleep, The (1946)",-0.13638096,0.17240344,-0.20213488,0.030645873,0.33159423,0.10872557,-0.08847607,-0.12631883,-0.12110474,0.06597668,0.17151093,-0.07304271,-0.30188859,0.257604,0.07529052,0.04071769,-0.24857134,0.37381446,0.12905473,-0.16020551,-0.27150083,-0.16594785,-0.09663154,-0.18486623,0.022000004,0.21707164,-0.26733565,0.12506482,0.12689698,0.24407467,0.26566517,0.119148724,0.2625381,0.4454334,0.18052448,-0.2891532,-0.15825869,0.19118787,0.13819595,0.29401848
Desperate Measures (1998),0.10087329,-0.08833074,-0.1503627,0.078359544,0.43106848,0.068567455,0.0047443477,0.16935493,0.074694715,0.066486165,-0.20087737,-0.15653771,-0.041366402,0.031765703,-0.121023126,-0.23254381,0.14131811,-0.20596935,-0.14931016,0.28432962,0.07917569,-0.19928584,0.031265244,0.07801868,-0.027338738,-0.017711448,-0.062188696,0.2096025,0.19771346,0.2853865,-0.06842686,-0.008278246,0.21296413,-0.0978309,-0.030473968,0.16722916,-0.100931756,-0.06307589,-0.008919473,0.09241974
"Third Man, The (1949)",-0.23124675,0.3024759,-0.31186968,0.09884409,0.15222815,0.11257011,-0.25196853,-0.3277504,-0.12598689,0.19024248,0.055679325,-0.06673673,-0.21505497,0.17390305,0.128116,0.29562747,-0.2348198,0.09106594,-0.21424624,-0.28941035,-0.15492398,-0.07311051,-0.2504049,-0.15819253,-0.085553505,0.15039237,-0.22492272,0.28966996,0.20004377,0.28259802,0.20937306,0.10875858,0.0543497,0.06543224,0.23229817,-0.32617003,-0.1836545,0.25291124,0.0065454566,0.29865673
"20,000 Leagues Under the Sea (1954)",0.12218713,0.072181314,-0.09219572,0.20489304,-0.019603632,0.16564745,0.00025478142,-0.16634713,-0.02867868,0.09684056,-0.0792374,-0.1199418,-0.0676207,-0.034153227,0.1981426,0.13150571,-0.17703718,0.07129732,-0.06710657,-0.22479722,0.057814047,-0.16593039,-0.2049712,-0.03247303,0.05003534,-0.0668923,-0.055829003,0.074224226,-0.013307079,0.06413582,0.13957053,0.23600565,-0.020138964,0.025426457,0.1625699,-0.23224626,-0.062007673,0.03873783,-0.04535801,-0.046924952
Angels and Insects (1995),-0.22555362,0.025103264,-0.15351775,0.014915851,0.16923533,0.097383,-0.29001737,-0.22156972,-0.122069694,-0.0140500255,0.06480998,0.047335424,-0.10043576,0.2526443,-0.07942765,-0.044748906,0.12821552,0.04967939,0.009263907,-0.023958188,-0.0991027,0.22492912,-0.32021233,-0.06781131,0.18770057,0.19958715,-0.1922696,0.3388869,0.09678213,0.018601779,0.42772517,-0.11242569,0.01041275,0.19856817,-0.038664293,-0.19556758,-0.007009977,0.13648221,-0.08607657,0.06548555
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",-0.48470703,0.078051694,-0.094433844,0.25244126,0.17144315,0.026471369,-0.07707742,-0.0044740792,-0.3346756,0.10566036,-0.05102834,0.01284868,-0.22995295,0.13566253,-0.02535916,0.07504058,-0.0003830528,0.17358027,0.003349041,-0.037572064,-0.24677785,-0.09568304,-0.03145201,-0.2351537,0.1491717,0.24869423,-0.028937252,0.11737557,0.11815152,-0.004476499,0.17551193,0.116625674,0.37092254,0.21402851,0.14138225,-0.053890556,-0.12299638,0.23042506,-0.04924917,0.11760773
Othello (1995),-0.12373646,0.0349702,-0.08240391,0.3898627,0.06703706,0.027003955,-0.124387205,-0.033238236,-0.14767097,0.064423814,-0.051953778,-0.17623872,-0.25122762,-0.065933295,0.0065717553,0.076210245,-0.061944705,0.016961811,-0.15516196,-0.040772203,-0.09880041,-0.08588617,-0.068390585,-0.09411198,-0.021932956,0.07770928,-0.08320094,0.18537214,0.1847976,0.16314326,0.14336821,0.18777631,0.2963492,0.1743018,0.08974951,-0.039044123,-0.11540039,0.10914579,-0.1254273,-0.08793527
"Wedding Singer, The (1998)",0.028731855,-0.2376781,-0.093146935,0.19224128,0.063812174,-0.041126445,0.071168564,0.058025725,-0.0011837496,0.027141707,-0.04157354,0.10051533,-0.02348291,0.23422296,0.06008087,0.03842486,-0.042958204,-0.07551827,-0.107893884,0.19388396,-0.0677249,-0.10693513,0.086483635,0.030632531,-0.14362018,-0.047526736,-0.15176985,-0.13090183,0.26628947,0.16974269,-0.024278106,0.14531907,0.096215725,0.095267795,0.3169278,-0.05682654,-0.25923657,0.1423942,-0.26934552,0.13881518
Things to Do in Denver when You're Dead (1995),-0.10658418,-0.1316192,-0.014873948,0.058058538,0.09339869,0.0021168222,-0.1557405,-0.053801987,-0.04499892,0.0005845855,-0.2640502,-0.12425222,0.036427934,0.22012253,0.06736246,-0.10454395,0.101512976,0.094236955,-0.16976565,0.11814154,0.25551757,-0.056734003,-0.12575524,-0.03765683,-0.015543855,0.19326322,-0.072087385,0.19347861,0.095425285,0.09873219,0.061958153,0.2580316,0.071606845,0.09427028,0.039332956,0.033598125,-0.010742918,-0.09493966,0.09899844,0.1269296
How to Make an American Quilt (1995),-0.0130959945,0.09780191,-0.06263673,-0.069020264,-0.09800215,-0.02795895,-0.028323157,0.012596592,-0.023774456,0.009365472,-0.017629944,-0.0392223,-0.15441856,-0.061443117,0.07867003,-0.106130965,0.045175835,-0.05099994,0.09333933,-0.16272974,-0.18457502,0.16482884,-0.16065907,0.045249525,-0.17590389,0.03921899,-0.14809585,-0.032303125,0.1507081,0.24634437,0.12681974,0.16232082,-0.05649936,0.15415849,0.03800983,-0.072459176,0.08683768,0.09276663,-0.04333989,0.027643438
"Secret of Roan Inish, The (1994)",0.06392066,0.1538276,-0.09990382,0.13331865,0.12995826,0.1506515,-0.23130153,-0.30721036,-0.103209525,-0.017670592,-0.0044123526,-0.019003743,-0.036541693,0.3443189,0.05323489,0.2049903,-0.10127335,0.27485183,-0.017602578,-0.02529891,-0.2355625,0.008736208,-0.17511356,-0.13293795,-0.07237031,0.12771042,-0.151488,0.19939095,0.22695144,0.09064593,0.13805456,0.16569158,0.042924784,0.04152396,0.115443125,-0.13166983,-0.13958128,0.16478567,0.021817954,0.120303296
Restoration (1995),-0.16572212,0.07995089,0.021997306,0.20690355,0.38565636,-0.022957914,-0.13278103,-0.03586711,-0.06939724,0.2142086,-0.13317071,-0.21679461,-0.09614621,0.29057217,0.15395337,0.16549271,-0.08617238,0.17549895,-0.16635072,0.07941196,-0.07418804,-0.35772893,-0.0387,-0.19275321,-0.09326069,0.024276093,-0.09499325,0.13503408,0.1846449,0.3240778,-0.015532409,0.2517795,0.08189958,0.02913647,0.07188121,-0.098271824,-0.103073105,0.08730777,0.0070296032,0.1604215
Diabolique (1996),0.004119791,-0.20164278,0.08886969,-0.06998231,0.09947005,0.0897858,0.067964636,0.17140363,-0.08220182,-0.101786524,0.014019966,-0.028443906,-0.10455984,0.09856284,-0.14715251,0.057319786,0.027207239,-0.25592014,0.064942196,0.20042254,-0.11655044,-0.19645154,0.14227833,0.09367488,-0.08486269,-0.11984158,-0.03406059,0.1420711,-0.08618532,0.11073461,-0.016974369,-0.14943013,0.06841499,-0.00840076,-0.072799616,0.05041548,-0.035025198,0.07641463,-0.13365377,0.04315118
Jack (1996),0.09442985,-0.08530063,0.06743476,0.17452294,-0.08715893,-0.0619417,0.103213556,0.012013797,-0.14054845,-0.11912315,-0.10169943,0.07085462,0.076663956,0.032619096,-0.12372185,-0.054839216,-0.14197855,0.18099429,-0.089127325,0.049421974,-0.19134614,-0.02515294,0.13726166,0.14799295,-0.13828531,-0.05516578,0.086020984,0.14515163,-0.055030987,-0.11736177,-0.016339423,0.0075420337,0.0035342874,-0.049363155,0.052216433,0.06303839,0.027955286,0.02896007,-0.30572107,-0.017244034
Ran (1985),-0.24247955,0.08946613,-0.24536902,0.19585766,0.33801296,0.076225445,-0.22884719,-0.16121714,-0.2997703,0.019903017,0.36452538,-0.058496222,-0.25205526,0.17276831,0.07555107,0.16787775,-0.0879495,0.16384143,-0.030852325,-0.05111234,-0.37081498,0.05573224,-0.2878248,-0.3462234,-0.012849459,0.14794406,-0.22545472,0.49087548,0.15386039,0.21662892,0.23998082,0.25714877,0.059072163,0.30910048,0.22377129,-0.18981041,-0.17362437,0.2573852,0.2030222,0.27276853
Heavenly Creatures (1994),-0.32368165,0.108919434,-0.07395056,0.2517653,0.1592582,0.045161087,-0.31542102,-0.22386636,-0.135515,-0.09991436,0.28460595,0.15676567,-0.21919343,-0.021373097,0.03548138,0.33465406,0.12657602,0.065201946,-0.014402675,-0.005482814,0.07836863,-0.0005291244,-0.24671118,-0.35722268,0.11570875,-0.0354586,-0.08099788,-0.115608424,-0.055066478,0.13722514,0.19208573,0.12351943,0.22508645,0.16456999,0.1903966,-0.05100451,0.030009732,0.08919439,0.20420945,0.1989833
Enchanted April (1991),-0.31714684,0.09071318,-0.16924468,0.19832063,0.09710947,0.273459,-0.14079517,-0.23368512,-0.14955577,0.001305596,0.11616863,0.023980746,-0.2746132,0.13253134,0.068547346,0.10271523,-0.062818356,0.08983548,-0.020747114,0.027854739,-0.15552795,0.16189498,-0.098133765,-0.1372397,-0.036680084,0.16692823,-0.16705109,0.14115424,0.1258923,0.012499028,0.2808597,0.10299493,0.41135332,0.33220524,0.17073454,-0.10218749,-0.17058548,0.20912887,-0.16166618,0.17774263
McHale's Navy (1997),0.014831348,-0.26676038,0.32001576,-0.08205208,-0.22333418,-0.24853858,0.32230517,0.08121068,0.47425833,-0.074810684,0.06438883,0.019082848,-0.11173503,0.16145587,-0.36386633,-0.20815979,-0.11067866,-0.049007922,0.11385234,0.36274844,0.11353709,0.13818884,0.23719361,0.26182106,0.18641455,-0.17834602,0.3683554,-0.04764075,-0.2474629,-0.15923135,-0.35341987,-0.054101698,-0.20393395,-0.23403643,-0.046089504,-0.11674122,-0.07072191,-0.17352138,-0.06733606,-0.2035811
Antonia's Line (1995),-0.15625851,-0.059362594,0.06509435,0.29192528,0.043072622,0.1966239,-0.21972312,-0.24810068,-0.2332518,-0.09424418,-0.13956934,0.022694476,-0.29604375,0.15375504,0.03759311,0.0022803068,0.17429283,-0.19133109,-0.1877205,-0.10739295,-0.099686354,0.019335652,-0.179543,-0.18373665,0.15605806,0.18787281,-0.16558802,0.45600483,0.11774329,0.03972459,0.26956064,-0.02705841,0.35523617,0.21868116,-0.027891228,-0.23019989,-0.13646144,0.1727356,-0.030659953,-0.07335893
Naked Gun 33 1/3: The Final Insult (1994),-0.008941934,0.05979093,0.031004,0.08428172,0.026422745,0.04479082,0.25195014,0.027749438,0.18833722,-0.02000411,0.0761126,0.09145662,-0.11124702,-0.27767745,0.090809114,0.16104272,-0.054372158,0.13140829,-0.03710152,-0.16013502,0.26243174,-0.009357908,-0.070702314,-0.16162324,-0.111923955,-0.28302255,0.2016448,-0.1649939,0.07021518,-0.1129942,-0.07072419,0.09669057,-0.15033954,-0.12901309,0.016622642,0.046300903,0.00015632795,-0.15533437,-0.15817073,0.014993735
Kull the Conqueror (1997),0.14633994,-0.26854417,0.24597743,0.25551584,-0.1420094,0.19917743,-0.107469864,0.28176895,0.2729222,-0.07138725,-0.04411595,-0.45788547,-0.47771078,0.3479669,-0.005734029,-0.32161486,-0.2873754,-0.17667568,0.20650683,0.3571382,0.013648795,0.07359425,0.09522443,0.06947772,0.11362047,-0.095079765,0.14590766,0.41538033,-0.07983249,0.28102824,0.069597214,0.08747329,-0.1969612,0.35232785,0.16065815,0.075746395,-0.1354034,-0.09134181,-0.4702262,-0.14099991
Dumb & Dumber (1994),-0.21250138,-0.1338223,0.104179114,0.19366549,-0.23012015,-0.05974208,0.21130775,0.11504112,-0.035647757,0.016641313,-0.054101102,0.042364378,-0.02061446,-0.110521145,0.015435866,-0.19290002,-0.030492337,0.02526303,-0.027472017,-0.0069513475,0.07520551,-0.06195757,0.04159162,-0.14083304,0.13865562,-0.030897684,0.031764954,-0.2053251,0.044199586,-0.022214781,0.076797366,0.04974197,-0.057841424,-0.24067006,-0.03148362,0.11495929,0.016797002,0.08344291,0.025401978,-0.01004095
"Christmas Carol, A (1938)",-0.06698125,0.17391486,-0.08328315,0.18283999,-0.057540257,0.27060902,0.03565323,-0.2049517,-0.13418214,0.029423445,0.0957087,-0.16316387,-0.107824855,0.12914146,0.20066084,-0.015230554,-0.2028349,0.2922127,0.14146064,0.08059957,-0.29389727,-0.13769808,-0.07071447,-0.061879043,-0.17272644,0.15762103,-0.11465295,0.41153395,0.040647697,0.3022292,0.24969676,0.12707125,0.09929326,0.35125694,0.12050089,-0.21681339,-0.10010136,0.16364577,-0.047950212,0.07790622
Glengarry Glen Ross (1992),-0.13932854,0.035348646,-0.07954066,-0.10568796,0.28939292,-0.18492408,-0.14739206,-0.12420711,-0.21943556,0.073827356,0.2947007,-0.09895805,-0.12629661,0.2814141,0.17186096,0.14369942,-0.13281138,-0.09492925,-0.124938965,0.31755272,0.15711585,0.14818765,-0.068944976,-0.20752452,0.013137873,-0.059396464,-0.20992586,0.18522596,0.08415581,-0.04262629,0.109389655,0.09357908,0.09246631,0.15869701,0.05193788,0.11499275,-0.13348554,0.05825693,0.2850888,0.21978118
Body Snatchers (1993),-0.016546758,-0.15009072,-0.15375948,0.046147928,0.17350872,0.33013654,0.08550831,0.23426174,-0.1773328,0.018687071,-0.05140644,-0.28312793,-0.114869006,-0.0802351,-0.021616025,0.0883479,0.052777674,-0.103161074,0.0382119,-0.16902487,0.074108906,-0.34122425,-0.009060842,-0.11797572,0.15890612,0.09953697,-0.043942906,-0.2148939,0.07533223,0.1246027,-0.062285792,0.17858198,-0.2810843,0.18519323,0.08269565,-0.010479055,0.030109262,-0.1258321,-0.1632851,0.048112452
"Preacher's Wife, The (1996)",0.053172026,0.031034524,0.018177098,0.011291774,-0.38387862,0.0058571114,0.032271296,0.15546475,0.04263555,0.010962103,-0.20959415,-0.06308335,0.022579078,0.041493453,-0.10113959,-0.14977561,0.036370654,0.034775324,0.0048480006,0.14936481,-0.2271958,-0.06405581,0.13522662,0.31282657,-0.058723163,0.08590943,0.24923225,-0.04304404,-0.23972547,0.064823486,0.06730476,0.033081252,-0.0009296113,-0.05982609,-0.00044042617,0.07678091,0.11296232,-0.15044212,-0.10010519,-0.07573096
Dial M for Murder (1954),-0.3637525,0.27781484,-0.20892161,0.12603779,0.2400415,0.21780229,-0.17222628,-0.1501823,-0.14869529,0.07950384,-0.17412065,-0.2169377,-0.07909947,0.12236338,0.20404044,0.3054969,0.0006814216,0.13867146,-0.12815355,-0.21380614,-0.17378993,0.007823258,-0.15544522,-0.16607662,-0.03148621,0.12603608,-0.19677228,0.01886105,0.19372474,0.101192445,0.21900599,0.114999086,0.33351398,0.21565562,0.1677185,-0.18739077,-0.06825389,0.17007677,-0.040186334,0.20334329
Roman Holiday (1953),-0.116457425,0.22458486,-0.10076496,0.16568716,-0.021372814,0.08468982,-0.18610218,-0.18147667,-0.1924227,0.15822086,-0.025397617,-0.09035219,-0.18092285,0.06090734,0.1236589,0.11742237,-0.18647677,0.14907154,-0.117059566,-0.40034086,-0.34000808,0.089271046,-0.21231392,-0.1578238,-0.26195723,0.16424415,-0.15737578,0.085509084,0.31636447,0.1590934,0.16922854,0.19012001,0.15929477,0.3197853,0.20826937,-0.1310905,-0.057827067,0.2865166,-0.08544865,0.17011318
"Man Without a Face, The (1993)",0.14648,0.0053621717,-0.11527293,0.19461247,-0.12664233,0.14078787,0.1375208,0.108485855,-0.09035576,-0.055388555,-0.08017955,0.05641768,-0.033819094,-0.08194166,0.09287859,-0.05377142,-0.21168016,0.33592373,-0.075516306,0.02197302,-0.17150785,-0.14844482,0.25948104,0.31126606,-0.2495937,0.084293954,-0.14769825,0.32097858,0.18473107,0.09908285,-0.08134293,0.017880715,0.17427506,0.27644324,0.1724809,-0.12633823,-0.08203791,0.16531932,-0.3548573,0.11279237
Bringing Up Baby (1938),-0.03937778,0.18255971,0.03926529,-0.15933062,0.071583964,0.06656769,-0.093091056,-0.23100318,-0.10629115,0.06816754,0.029608602,-0.062978856,-0.18821375,0.2219097,0.07642357,0.11666667,0.047864124,0.20629185,0.15999226,-0.16482005,-0.24750938,-0.087649666,-0.16605933,0.0312288,-0.127745,0.040736873,-0.21688148,0.24538301,0.24397221,0.105824135,0.12347008,0.21406765,0.19989103,0.24612698,0.15159537,-0.19683827,-0.20617361,0.112478055,-0.05245781,0.17407209
Cool Runnings (1993),-0.13206755,-0.09730035,0.1192423,0.24941877,-0.1538357,0.13350163,0.26406422,0.0029630805,0.075873405,0.07479809,-0.13116871,-0.020252207,-0.29683983,-0.022866767,-0.011171755,-0.00311525,-0.0610945,0.1303106,0.10030094,-0.07252436,-0.17931207,-0.15387113,0.099137105,0.16200884,-0.067252256,-0.049112678,0.12908523,-0.028171038,-0.0016542788,0.15897347,0.053193413,0.08392562,0.042382065,0.08088476,0.15266652,-0.050657257,-0.19987759,0.06154646,-0.15359181,0.02208321
Hot Shots! Part Deux (1993),0.011157013,-0.06284379,0.19175816,-0.10906423,-0.17354271,0.08461108,0.13672633,0.016712815,0.15353604,0.021840276,-0.011018607,-0.025978448,-0.017845351,-0.097144134,0.040657565,0.095180206,-0.12557402,0.11269814,0.02315965,-0.10251466,0.039507423,-0.020156957,-0.015215239,-0.12787268,-0.05368514,0.06494181,0.09164461,0.11079608,-0.03702099,0.08808556,0.043855302,0.004007712,-0.31027058,-0.094479024,-0.037273884,0.00658353,-0.070008755,-0.16536637,-0.05388688,0.025481997
"Adventures of Robin Hood, The (1938)",0.019377628,0.227358,-0.14575078,0.20221628,-0.03739207,0.2210244,-0.010402531,-0.13731216,-0.03656981,0.07048512,0.008169594,-0.03484672,-0.19183287,0.026757449,0.040236305,0.26748437,-0.20860586,0.07284349,0.035558734,-0.29950687,-0.02403515,-0.057117023,-0.14876817,-0.008188358,0.039103117,-0.008040242,-0.12355114,0.115430556,0.016408212,0.19628902,0.012370736,0.283654,-0.13526593,0.15009922,0.22859861,-0.21492091,-0.113983706,-0.019181514,-0.13057107,0.10190232
Short Cuts (1993),-0.117368676,0.14256874,-0.24669418,0.17623894,0.22469397,0.13267034,-0.14366621,-0.16122591,-0.16978928,-0.09012986,0.31535575,0.12822558,-0.14303946,0.001251539,0.037848327,0.11407386,-0.019348895,0.30610052,0.116980955,0.18533584,0.060442653,-0.059690103,-0.07783111,-0.13134557,0.063114665,0.0819591,-0.11703346,0.05625436,0.054698244,0.14221999,0.28483498,0.090158254,0.08296217,0.23648633,-0.04101834,-0.10201516,-0.028369198,0.07389777,0.16073306,0.14981282
Forbidden Planet (1956),0.07677646,0.13143705,-0.17421621,-0.024832878,0.11535705,0.08271313,-0.0412049,-0.12032638,0.021540951,0.1562671,0.13212238,-0.08945037,0.100497834,0.2679753,0.2025778,0.09103022,-0.17831913,0.031153835,-0.30994606,0.00401694,-0.15734456,-0.17768575,-0.08541944,-0.0064165066,-0.14493155,0.034951977,-0.07668418,0.41772428,-0.041643575,0.23965506,-0.044677485,0.24635702,-0.10441246,0.13532992,0.0960057,-0.17614868,-0.039378244,-0.013077136,0.027179247,0.24616806
Private Benjamin (1980),-0.089193426,0.012137975,-0.14625241,-0.0031103096,-0.062099475,0.26542288,0.10771566,0.15613139,-0.14186406,0.00044332468,-0.05970345,-0.11569553,0.018592486,-0.18264383,0.056806557,0.018490909,-0.012781201,-0.04818397,0.17551517,-0.18294355,-0.007519593,-0.20078067,0.024819225,-0.022814302,-0.07273792,0.044153295,0.0037642864,-0.015696654,0.017112672,-0.04739942,0.08499476,-0.0117192725,-0.042139046,0.18906884,0.1289275,0.013903354,-0.0010101667,0.035715707,-0.23257715,0.13635714
"Bridges of Madison County, The (1995)",0.11382258,-0.0007929851,-0.06163693,0.29453677,-0.12487047,0.1603858,-0.05432181,0.031455733,-0.06613547,-0.11365828,-0.13450378,-0.16548938,-0.15737446,-0.3107975,-0.037696708,-0.042291142,-0.038268287,0.11791826,0.195231,-0.16052072,-0.21273927,-0.15936501,0.038166247,0.100797124,0.11416889,0.11833826,-0.17632043,0.1742852,0.002267945,0.12229839,0.14255694,0.088670224,-0.10852599,0.31906876,0.20069957,0.012915647,0.015757408,0.18799874,-0.19569503,-0.22233613
"Quiet Man, The (1952)",-0.16400014,0.119831905,-0.21562353,0.252142,0.026463095,0.2392685,-0.057986885,-0.14067677,-0.1595977,0.09234024,-0.13845286,-0.35411823,-0.27731645,0.06645168,0.117929064,0.3315694,-0.15000749,0.14844598,0.03509685,-0.17062858,-0.25009954,-0.26264077,-0.09374321,0.008452075,0.013407947,0.206954,-0.09458432,0.2940096,0.048639193,0.15423837,0.31623954,0.0449876,0.14839718,0.34449872,0.19671981,-0.08133295,-0.27033925,0.22714567,0.056552507,0.12993234
Wallace & Gromit: The Best of Aardman Animation (1996),-0.14460187,0.16792212,-0.08655663,0.14868921,0.098882936,0.20848437,-0.25367585,-0.3374884,-0.129814,0.30607423,0.11035103,-0.06847973,-0.2789097,0.1314045,0.1888279,0.37930018,-0.23817895,0.13051532,-0.33535424,-0.14121817,-0.2140658,-0.1017257,-0.34145388,-0.2239531,-0.18511268,0.16868071,-0.26706737,0.25475213,0.24882632,0.2019608,0.044234417,0.20101531,-0.038004946,0.17156419,0.41914472,-0.1658879,-0.2937792,0.2757494,-0.08224038,0.14243966
Wolf (1994),0.06905271,0.002412194,0.05704076,0.15355365,-0.029765528,0.19618621,-0.0464332,0.07719851,-0.024476293,-0.059928253,-0.16801688,-0.15984531,0.22573984,0.035501715,0.032296736,-0.12008634,-0.06299352,-0.08550742,0.05499225,0.16899297,-0.039936844,-0.21389773,0.11659349,0.060112845,0.103269875,-0.020649502,-0.017711116,-0.026548823,0.07713517,-0.010682366,-0.052262947,0.054885197,0.08331929,0.081136316,0.14579202,0.1698483,-0.0038129475,0.061400365,-0.18464282,-0.036741324
Striptease (1996),-0.16817768,-0.34551302,-0.011100664,-0.23086277,0.075208165,-0.010012349,0.17482817,0.2977864,0.20155148,-0.010280506,-0.046445917,-0.022672474,0.12324018,-0.056770578,-0.2332464,0.0696673,0.07598911,-0.10410473,-0.046912447,0.25248128,0.09961768,0.021963192,0.3124638,0.21439295,0.00919532,0.06453431,0.3199594,-0.103783205,-0.14453407,-0.19859017,-0.21128455,-0.14402802,0.097310156,-0.015372063,-0.11378421,0.23173477,0.048606284,-0.028908718,0.096888654,-0.10468976
Hercules (1997),-0.051603064,-0.016296059,0.11707014,0.15304677,-0.041092005,0.060851265,0.07288425,-0.018028343,-0.15796405,0.17840539,-0.108704485,-0.15983704,0.004203624,0.14442126,0.19990917,0.042033505,-0.21585183,0.23475261,-0.20377466,-0.039673667,-0.24050511,-0.12842934,0.10012714,-0.13104387,-0.1491123,0.26371983,0.09480336,0.13038261,0.06306695,0.0031066646,-0.076772675,0.13436998,0.11377495,-0.12047396,0.072495125,0.021441717,-0.12787563,0.16300334,0.0014727269,0.12534688
Tommy Boy (1995),-0.029524704,-0.01580427,0.10613604,0.33113697,-0.21350215,-0.17485787,0.13918437,0.085500196,-0.020402359,0.020288758,-0.19165364,0.06154845,-0.14443903,-0.24241966,-0.0037506884,-0.06434047,-0.06287629,0.02258146,-0.057931833,-0.12912,-0.012852938,-0.022571959,0.1049606,-0.04192322,-0.096752584,-0.02087327,0.1529921,-0.33245414,0.037937876,-0.05193576,-0.0510938,0.073685996,0.17558111,-0.14792168,0.04844173,0.14192972,-0.12843895,0.046242084,-0.036806807,0.014040193
Jaws 2 (1978),-0.03229158,-0.08512613,0.12736113,-0.17114806,-0.14357819,0.029805396,0.2220948,0.22156979,0.020187994,0.0027678853,-0.23002999,-0.2152727,-0.05244887,-0.019781865,0.0025284982,-0.13793203,0.052464023,-0.09522024,0.054068517,-0.2255725,-0.087271504,-0.1149853,-0.013134303,0.06874517,-0.05942332,-0.22850443,-0.100212544,-0.44291565,0.026450248,0.13719754,-0.11235422,-0.01954737,-0.07211623,-0.025359346,-0.08268083,-0.04018966,0.072285876,-0.09762093,-0.1106181,0.10204067
