title,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18
Eraser (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
For Whom the Bell Tolls (1943),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"American in Paris, An (1951)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Rear Window (1954),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
It Happened One Night (1934),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet Me in St. Louis (1944),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
All About Eve (1950),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rebecca (1940),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Spellbound (1945),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Father of the Bride (1950),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigi (1958),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Laura (1944),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Lost Horizon (1937),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Man Godfrey (1936),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant (1956),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"39 Steps, The (1935)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Night of the Living Dead (1968),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Blue Angel, The (Blaue Engel, Der) (1930)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Picnic (1955),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Extreme Measures (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Chamber, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Swiss Family Robinson (1960),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels in the Outfield (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three Caballeros, The (1945)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sword in the Stone, The (1963)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood: Prince of Thieves (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sleepers (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Victor/Victoria (1982),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Great Race, The (1965)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Crying Game, The (1992)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Sophie's Choice (1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Christmas Carol, A (1938)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Microcosmos: Le peuple de l'herbe (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Fog, The (1980)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Escape from New York (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Howling, The (1981)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tin Drum, The (Blechtrommel, Die) (1979)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cook the Thief His Wife & Her Lover, The (1989)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paths of Glory (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Grifters, The (1990)",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Thin Blue Line, The (1988)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paris Is Burning (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in the West (1969),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ran (1985),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Quiet Man, The (1952)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Once Upon a Time in America (1984),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Glory (1989),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Rosencrantz and Guildenstern Are Dead (1990),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Touch of Evil (1958),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Chinatown (1974),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Stand by Me (1986),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M (1931),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"Manchurian Candidate, The (1962)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Pump Up the Volume (1990),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Arsenic and Old Lace (1944),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Fried Green Tomatoes (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
High Noon (1952),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Somewhere in Time (1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Being There (1979),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, Texas (1984)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alien 3 (1992),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Bride of Frankenstein (1935),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Candyman (1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cape Fear (1962),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cat People (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Crucible, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Volcano (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Conan the Barbarian (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wishmaster (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I Know What You Did Last Summer (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Rocket Man (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Line of Fire (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Executive Decision (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Perfect World, A (1993)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
McHale's Navy (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Leave It to Beaver (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jackal, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Seven Years in Tibet (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Dark City (1998),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"American President, The (1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Casino (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Persuasion (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
City Hall (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Little Women (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Barcelona (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Widows' Peak (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"House of the Spirits, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Singin' in the Rain (1952),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Enchanted April (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sex, Lies, and Videotape (1989)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Strictly Ballroom (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Better Off Dead... (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tin Men (1987),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Othello (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
To Die For (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Home for the Holidays (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Juror, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
In the Bleak Midwinter (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Bacon (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
First Knight (1995),0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Mallrats (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Months (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys on the Side (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Circle of Friends (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Exit to Eden (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immortal Beloved (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Junior (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nell (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Queen Margot (Reine Margot, La) (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Corrina, Corrina (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Dave (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Made in America (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shadowlands (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sirens (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Threesome (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pretty Woman (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jane Eyre (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Last Supper, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ransom (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Crow: City of Angels, The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Michael Collins (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Ruling Class, The (1972)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Genius (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benny & Joon (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Saint, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"MatchMaker, The (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Amistad (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tomorrow Never Dies (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Replacement Killers, The (1998)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burnt By the Sun (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Corner (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Jumanji (1995),0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Father of the Bride Part II (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawnmower Man 2: Beyond Cyberspace (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Screamers (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nick of Time (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beautiful Girls (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Happy Gilmore (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
If Lucy Fell (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Boomerang (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Casper (1995),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Devil in a Blue Dress (1995),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Johnny Mnemonic (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Kids (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mute Witness (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Prophecy, The (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Something to Talk About (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Don Juan DeMarco (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Drop Zone (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb & Dumber (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
French Kiss (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Milk Money (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Only You (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Swimming with Sharks (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Tommy Boy (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullets Over Broadway (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It Could Happen to You (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Richie Rich (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Speechless (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Timecop (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
In the Mouth of Madness (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Air Up There, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard Target (1993),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Manhattan Murder Mystery (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Menace II Society (1993),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Program, The (1993)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rising Sun (1993),0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Shadow, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thirty-Two Short Films About Glenn Gould (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Andre (1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celluloid Closet, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One Fine Day (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Candyman: Farewell to the Flesh (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Girl 6 (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Jam (1996),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Mrs. Winterbourne (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mulholland Falls (1996),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"Great White Hype, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arrival, The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Phantom, The (1996)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daylight (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fled (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from L.A. (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Bogus (1996),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Bulletproof (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween: The Curse of Michael Myers (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ninotchka (1939),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Meet John Doe (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Last Man Standing (1996),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Glimmer Man, The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pollyanna (1960),0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Shaggy Dog, The (1959)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Freeway (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
That Thing You Do! (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
To Gillian on Her 37th Birthday (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Looking for Richard (1996),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Days of Thunder (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bad Taste (1987),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Diva (1981),0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Night on Earth (1991),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Believers, The (1987)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jingle All the Way (1996),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Fellow Americans (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fools Rush In (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vegas Vacation (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Jones (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Picture Perfect (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Career Girls (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She's So Lovely (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Money Talks (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Excess Baggage (1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
That Darn Cat! (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Peacemaker, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Soul Food (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Washington Square (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Life Less Ordinary, A (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eve's Bayou (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mortal Kombat: Annihilation (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flubber (1997),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Home Alone 3 (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream 2 (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Sweet Hereafter, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Postman, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kundun (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Big Lebowski, The (1998)",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Afterglow (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Ma vie en rose (My Life in Pink) (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Great Expectations (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Oscar & Lucinda (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Half Baked (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Space (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"City of Lost Children, The (1995)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Farewell My Concubine (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Dead Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Raise the Red Lantern (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
White Squall (1996),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unforgettable (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Down Periscope (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Craft, The (1996)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Harriet the Spy (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chain Reaction (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Island of Dr. Moreau, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
First Kid (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Funeral, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Preacher's Wife, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brassed Off (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Thousand Acres, A (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Smile Like Yours, A (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Murder in the First (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Airheads (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
With Honors (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
What's Love Got to Do with It (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Killing Zoe (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Renaissance Man (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Charade (1963),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
"Fox and the Hound, The (1981)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Big Blue, The (Grand bleu, Le) (1988)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Booty Call (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
How to Make an American Quilt (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Georgia (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Indian in the Cupboard, The (1995)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Blue in the Face (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unstrung Heroes (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Before Sunrise (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nobody's Fool (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dazed and Confused (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Naked (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Orlando (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ruby in Paradise (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
